# test comment
"lm.model","lm.AIC","lm.p_value","lm.std_err","lm.t_value","lm.estimate","anova_c_0.001.model","anova_c_0.001.p_value","anova_c_0.001.estimate","anova_c_0.001.std_err","anova_c_0.001.AIC","anova_c_1.model","anova_c_1.p_value","anova_c_1.estimate","anova_c_1.std_err","anova_c_1.AIC","anova_c_100000000.model","anova_c_100000000.p_value","anova_c_100000000.estimate","anova_c_100000000.std_err","anova_c_100000000.AIC","anova_c_10000.model","anova_c_10000.p_value","anova_c_10000.estimate","anova_c_10000.std_err","anova_c_10000.AIC","tweedie.model","tweedie.AIC","tweedie.p_value","tweedie.std_err","tweedie.t_value","tweedie.estimate","tweedie.link.power","tweedie.var.power","quantile_regression.model","quantile_regression.AIC","quantile_regression.p_value","quantile_regression.estimate","quantile_regression.lower_bound","quantile_regression.upper_bound","quantile_regression.std_err"
"lm",1668.58560135752,0.280858173544823,2.19578395004149,1.08134673681365,2.37440380912514,"anova",0.0858761080728754,1.12657684868115,0.65264405259602,1183.28058964106,"anova",0.11506952788867,0.312504084819039,0.197441056398144,705.043872075757,"anova",0.280858037192212,2.37440378938675e-08,2.19578330756358e-08,-5699.6868132619,"anova",0.280397077932429,0.000236994015643012,0.000218954999210364,-2016.6877857312,"tweedie",2206.31467981874,0.282488946090982,0.222936427511161,1.0776774141979,0.240253552730746,0,1.5,"quantile_regression",1577.46804217161,0.438922566620728,1.54845509241872,0.233885984850274,1.79769313486232e+308,1.99651331123517
"lm",1841.96362411567,0.338184964139929,3.38713419038741,-0.960081825861671,-3.25192597794564,"anova",0.25970769498084,0.712626115340899,0.630462622233658,1169.4493839678,"anova",0.537567642968709,0.115219823718571,0.186569296031561,682.388927829267,"anova",0.338185262092604,-3.25192098542929e-08,3.3871310843103e-08,-5526.30904027431,"anova",0.340516080444428,-0.000320692166773885,0.000335645742898653,-1845.81176912962,"tweedie",2282.77118550943,0.299593048811492,0.323291329790331,-1.04003265964633,-0.336233541562438,0,1.5,"quantile_regression",1564.86460667901,0.68744812196968,0.68870371340836,-0.364013246775627,2.00227834358532,1.70931810657054
"lm",1907.55327938938,0.172513316371015,3.99066678303096,1.36911843343495,5.46369545434424,"anova",0.00412845977028534,1.88691492976869,0.650222601602646,1181.79374291048,"anova",0.00381172444564446,0.588788276336485,0.20109231834514,712.373474749844,"anova",0.172512928246539,5.46369522539598e-08,3.9906629904202e-08,-5460.71939833982,"anova",0.168887242155594,0.000545896965802352,0.000395339171288751,-1780.33665280781,"tweedie",2571.95998977345,0.193001203927418,0.358347092597858,1.30619618587119,0.468071605569353,0,1.5,"quantile_regression",1651.24884423821,0.0008329868163508,6.14768459089196,1.99705450470092,8.40554272004706,1.81152662146907
"lm",1812.34314476384,0.0199178348613272,3.14537460364946,2.34690659387044,7.38190039749757,"anova",0.00472467274021109,1.85451909114743,0.648975549414477,1181.02585230338,"anova",0.00251055890250981,0.609266687079326,0.199029421757863,708.248900334148,"anova",0.0199177979864847,7.38189678567957e-08,3.14537211368043e-08,-5555.92946946874,"anova",0.0195989419256933,0.000734358554638592,0.000312083082026057,-1874.9264996265,"tweedie",2334.15236059294,0.0112880780566039,0.275126296051786,2.557598321593,0.703662553008147,0,1.5,"quantile_regression",1614.15694528369,0.000758786670142841,6.30944541149611,2.60039662881802,8.09449192225301,1.84453295210932
"lm",1612.1357675849,0.0199781997944772,1.90677732184116,2.34574653488404,4.47281629550436,"anova",0.0217064484802289,1.47741445004234,0.63853001929819,1174.53531148916,"anova",0.0157256932819997,0.456268665492087,0.187284672548717,683.919744566088,"anova",0.0199781875676305,4.47281563126569e-08,1.90677684792986e-08,-5756.13662941224,"anova",0.0199291452106132,0.000446360909128675,0.00019020880423268,-2072.98530063648,"tweedie",2047.61559883107,0.0193313784571502,0.221923708877571,2.35834073344153,0.523371722362396,0,1.5,"quantile_regression",1521.60393169169,0.23576131256341,2.04685373833872,0.263712454387962,5.46357223786278,1.721114378792
"lm",1929.6257309925,0.0123967596403983,4.21706529959016,2.52374523490039,10.6427984551044,"anova",0.000592728021802053,2.21769085923984,0.635214398393768,1172.45286647295,"anova",0.000104295404148297,0.777634921018231,0.196348295351151,702.823875324477,"anova",0.0123967274904873,1.06427930996709e-07,4.21706160387034e-08,-5438.64691713758,"anova",0.0121044142859226,0.00105869609720573,0.000418060264286803,-1757.9840379618,"tweedie",2567.11799184663,0.0110794925739982,0.35644469840828,2.56429772852329,0.914030330472523,0,1.5,"quantile_regression",1666.62541503601,0.000874169090352428,5.61975192181941,1.96904586588365,7.86641087068134,1.66282866332646
"lm",2205.10376686329,0.532313983025468,8.39666454625529,-0.625575216249808,-5.25274523930075,"anova",0.0946949158574714,1.10032721996795,0.655277768932326,1184.89152378267,"anova",0.183105492349413,0.284751429587612,0.213148411233987,735.66331137882,"anova",0.532314926719109,-5.25271748553277e-08,8.39663952697557e-08,-5163.16972258696,"anova",0.541387636046175,-0.000499078076364502,0.000815785322887021,-1490.57378172732,"tweedie",3164.24578362092,0.501080656539977,0.446416889544977,-0.674026395438128,-0.300896766922701,0,1.5,"quantile_regression",1806.32500859125,0.347262588040808,2.14981708644252,-0.334870645023187,6.13347820452755,2.28181395027998
"lm",1706.27311470281,0.404168332530372,2.41272766517995,0.835989849213139,2.01701583700616,"anova",0.0272599527054062,1.42078325847188,0.63876440413485,1174.68211231127,"anova",0.0450282790863802,0.38972956613389,0.193206314537301,696.371277677859,"anova",0.404167953924668,2.0170165730475e-08,2.4127265986485e-08,-5661.99935969571,"anova",0.401002955393037,0.000202170895410501,0.000240209685173088,-1979.62938394099,"tweedie",2186.07128220529,0.41618892377076,0.249879730887599,0.814759423979198,0.203591865602058,0,1.5,"quantile_regression",1572.61926010213,0.171234506995522,2.63401043933662,0.725945956245351,6.96919567548536,1.91811580645122
"lm",1976.66916907228,0.110521620878739,4.743370954069,1.60303196551431,7.60377526366474,"anova",0.00455812392719063,1.8502325835299,0.644802170945866,1178.44525881925,"anova",0.00597803794451298,0.55417267626458,0.199415463075691,709.023996621371,"anova",0.110521429389953,7.60376758320951e-08,4.74336359771801e-08,-5391.60374885709,"anova",0.108758282691105,0.000752645567477308,0.000467172385939049,-1713.55494625749,"tweedie",2591.80736909887,0.082129293636459,0.373705848579419,1.74733678320093,0.652989975320137,0,1.5,"quantile_regression",1657.81315558414,0.0381968994826669,4.14629532450753,1.03162666048389,6.8308489795858,1.98702309364883
"lm",1658.8396319701,0.856932424040419,2.14293034386387,-0.180515615900461,-0.386832390854375,"anova",0.591621615961468,0.330141878657699,0.614376248418994,1159.11084476955,"anova",0.735364339954509,0.0626917696845711,0.185218628548568,679.482596911547,"anova",0.856932551436752,-3.86831925182247e-09,2.14292969335137e-08,-5709.43278703572,"anova",0.857752181992465,-3.83440952332613e-05,0.00021365181355108,-2026.49521579903,"tweedie",2061.86836386343,0.856698831212093,0.215362947963479,-0.180813598307742,-0.0389405495634396,0,1.5,"quantile_regression",1552.34726477742,0.689843922132482,0.79046792209115,-0.791399086035126,3.16368822210015,1.97789254559039
"lm",1826.51295089263,0.0988001039091171,3.25879504592786,1.65849889464478,5.40470798154524,"anova",0.00740905999812231,1.73831536040034,0.642447002740059,1176.98156654775,"anova",0.00908471978611704,0.523890818897048,0.198834943305919,707.857855577171,"anova",0.0987999994676086,5.40470665988645e-08,3.25879323278424e-08,-5541.75956924225,"anova",0.097894842733613,0.000538945297093017,0.000324080469472751,-1859.83753697864,"tweedie",2474.89350488592,0.103797275777328,0.299632422655547,1.63424064424866,0.489671483438388,0,1.5,"quantile_regression",1633.4602759408,0.109721299379806,2.82610827014966,0.221821197753424,6.21356768654864,1.75898969315541
"lm",1803.62781402964,0.000431064706667747,3.07758336446641,3.58074064108592,11.0200278294748,"anova",0.000225595290966449,2.39311727092905,0.636867475718141,1173.4924714157,"anova",3.33595707775119e-05,0.810186831711311,0.190783323037234,691.323175495493,"anova",0.000431063491790522,1.10200229535545e-07,3.07758132859503e-08,-5564.64474815789,"anova",0.000420893588320315,0.00109684991228479,0.00030575222464508,-1883.12425576202,"tweedie",2210.85991635797,1.55790650476235e-05,0.255836166072292,4.42999608838714,1.13335321496822,0,1.5,"quantile_regression",1594.88680869419,0.000309201021340133,6.48429112810888,3.98065273306669,7.95995586382732,1.76571843728869
"lm",1807.12568751934,0.0609276553470775,3.10461387199278,1.88475665473905,5.85144165563356,"anova",0.070901518688347,1.21766192492397,0.670563281403883,1194.11506668091,"anova",0.0645564907104014,0.392374218544815,0.211103619697194,731.807476221468,"anova",0.0609276239533056,5.85143917148645e-08,3.10461217325671e-08,-5561.14682892767,"anova",0.0607868304383524,0.000582281197356318,0.000308772360001862,-1879.19255343748,"tweedie",2474.68740169545,0.0510871918991019,0.247829408208753,1.96265364595256,0.486403291595175,0,1.5,"quantile_regression",1668.55505424713,0.203369876151199,3.18380781793633,0.0414451105491804,1.79769313486232e+308,2.49470132186975
"lm",1725.60791777207,0.00341118407105547,2.53221629813782,2.9638199320253,7.5050331366202,"anova",0.0310602764079582,1.41494006203049,0.651509248490442,1182.58447246462,"anova",0.00462610975096358,0.571431199576974,0.199482048834342,709.157536204409,"anova",0.00341118021633797,7.50503108438571e-08,2.53221529522014e-08,-5642.66453823419,"anova",0.00338509250054154,0.000748183565895606,0.000252228865564421,-1960.09952717509,"tweedie",2225.81168071875,0.00245935354357913,0.224526225254521,3.06764942103447,0.688767744909084,0,1.5,"quantile_regression",1620.0222667292,0.0452486404029182,4.80826185318147,2.18802320326903,10.3426991449154,2.38614039763238
"lm",1819.60021741266,0.259770082504947,3.20296093937336,1.13017408470668,3.61990344800755,"anova",0.000545331982007714,2.21481530989673,0.630133561854808,1169.24055554805,"anova",0.000619519487749806,0.646289626638642,0.185785535500887,680.705025010151,"anova",0.259769243992246,3.61990604888148e-08,3.20295758622501e-08,-5548.67249892457,"anova",0.251967110099949,0.000364236149304625,0.000317019527259954,-1868.64892712123,"tweedie",2258.73812443085,0.306988905015991,0.379208110050629,1.02420336983974,0.388386224184413,0,1.5,"quantile_regression",1548.30649316607,4.40511308403835e-05,6.28267787299794,1.89226254581008,6.9436395218423,1.50367930515266
