# test comment
"lm.model","lm.AIC","lm.p_value","lm.std_err","lm.t_value","lm.estimate","anova_c_0.001.model","anova_c_0.001.p_value","anova_c_0.001.estimate","anova_c_0.001.std_err","anova_c_0.001.AIC","anova_c_1.model","anova_c_1.p_value","anova_c_1.estimate","anova_c_1.std_err","anova_c_1.AIC","anova_c_100000000.model","anova_c_100000000.p_value","anova_c_100000000.estimate","anova_c_100000000.std_err","anova_c_100000000.AIC","anova_c_10000.model","anova_c_10000.p_value","anova_c_10000.estimate","anova_c_10000.std_err","anova_c_10000.AIC","tweedie.model","tweedie.AIC","tweedie.p_value","tweedie.std_err","tweedie.t_value","tweedie.estimate","tweedie.link.power","tweedie.var.power","quantile_regression.model","quantile_regression.AIC","quantile_regression.p_value","quantile_regression.estimate","quantile_regression.lower_bound","quantile_regression.upper_bound","quantile_regression.std_err"
"lm",1838.6301735956,0.00266497658241769,3.35902437086564,3.04241687796877,10.21955243943,"anova",0.178639109587305,0.917198968078883,0.679535317191551,1199.43151860556,"anova",0.00729672084039898,0.591119605025929,0.218042129261441,744.743154648297,"anova",0.00266497137442158,1.02195497320217e-07,3.359022800824e-08,-5529.6423109494,"anova",0.00262820401670747,0.00101866694324849,0.000334340544867827,-1847.37024840691,"tweedie",2776.09369875505,0.00368646989560086,0.319744725890155,2.9387802904464,0.939659498420175,0,1.5,"quantile_regression",1663.87927967156,1,0,0,0,1.95491631115028
"lm",1791.86346173478,0.00255125037851188,2.98838702805746,3.05614121042255,9.13293274913856,"anova",0.935603134340216,-0.0562594489475061,0.695418992186028,1208.67364775136,"anova",0.169548538113001,0.307166490247074,0.222797252531713,753.372706176671,"anova",0.00255124880549059,9.13292960875846e-08,2.98838581109036e-08,-5576.40899873904,"anova",0.00255162497387339,0.000909564134194272,0.000297622982379054,-1893.90326570361,"tweedie",2590.81836538815,0.00121799184620486,0.234668261070808,3.28207187912871,0.770198100584534,0,1.5,"quantile_regression",1688.23828796447,0.43550518060825,-2.08406338016146,-2.98677758945863,1.79769313486232e+308,2.66711574283387
"lm",1953.51521368121,0.00831820754694377,4.47659702972161,2.66565946893255,11.9330832608727,"anova",0.790028315551468,0.184846975672478,0.693260617901726,1207.43023580427,"anova",0.126345199831942,0.342257872286176,0.22294860057289,753.644337279352,"anova",0.00831818713028977,1.19330741625134e-07,4.47659217992608e-08,-5414.75751724659,"anova",0.00815647933934026,0.0011837131756375,0.000442924205094377,-1734.87481166423,"tweedie",2784.43273520868,0.00174723328262594,0.287498940334258,3.1733515295282,0.912335202047456,0,1.5,"quantile_regression",1735.27738019499,0.253181014653872,-2.66370721113474,-3.1009004368469,1.79769313486232e+308,2.32436524773342
"lm",2213.19750502301,0.0333330528899645,8.56829612736461,2.14300472314706,18.361899070265,"anova",0.527560640647815,0.450071140785644,0.711179382377771,1217.63771315273,"anova",0.0174475709104822,0.58899194977169,0.24569376297233,792.502193394717,"anova",0.0333328546303039,1.83618846179227e-07,8.56827964369419e-08,-5155.07556207785,"anova",0.0314854632522212,0.00182152527335264,0.000840858668264859,-1478.46483845015,"tweedie",3742.89105814604,0.0413348308545081,0.407260597428495,2.05353836972825,0.836325263297863,0,1.5,"quantile_regression",1938.5466941201,0.56025864889314,1.91105236484223,-2.76101197694381,13.2709463499359,3.27547013394693
"lm",2067.61852178537,6.46067763173649e-05,5.95434637734371,4.08254017557468,24.3088583047932,"anova",0.707163553772586,0.266679859378984,0.708858964649695,1216.33046969795,"anova",0.0224193309788597,0.552013175653792,0.239877050205504,782.918436110272,"anova",6.46065662994242e-05,2.43088379381668e-07,5.95434019393955e-08,-5300.65419118339,"anova",6.27995683719489e-05,0.0024102561946338,0.000589350148340445,-1620.62608143918,"tweedie",3136.35106210137,9.46320633805574e-08,0.275366578158867,5.54194851493027,1.52606739888897,0,1.5,"quantile_regression",1857.06740486106,1,0,-2.66770588450487,5.27839319071192,2.95398967573786
"lm",1987.95118147916,7.32986650068701e-05,4.87906247537148,4.0506402869821,19.7633270254423,"anova",0.0206529083100088,1.6294379251376,0.698434543569127,1210.40442132869,"anova",0.000272327871694402,0.856011757642242,0.230925818759172,767.706446818162,"anova",7.32983213229516e-05,1.97633157117795e-07,4.87905825075687e-08,-5380.32146244836,"anova",7.03605454142065e-05,0.00196463929668999,0.000483782162168954,-1699.58038509382,"tweedie",2899.07723129454,1.84322215468451e-05,0.296986521929693,4.38998632122824,1.30376676886051,0,1.5,"quantile_regression",1810.7074248769,0.000642442352574157,11.5196459103322,-1.27715591569981,16.7205951989289,3.32137456855119
"lm",1903.40551868143,0.00033416039645391,3.94949976338243,3.65108414199663,14.419955954905,"anova",0.32028532835678,0.69232997470933,0.694850603445863,1208.34658095877,"anova",0.0218484569102452,0.516667652288225,0.223544895879201,754.712743723009,"anova",0.000334159527314421,1.44199479079363e-07,3.94949678786051e-08,-5464.86708025647,"anova",0.000327357701315747,0.00143351040457885,0.000392020737185392,-1783.70838023915,"tweedie",2715.89416999761,1.04170713541194e-05,0.262350693090543,4.52468737952017,1.18705487003515,0,1.5,"quantile_regression",1723.56839739395,1,0,-1.77273037990754,7.1283981786598,2.32684421630474
"lm",1848.29800962527,0.00228070307776977,3.44119968446309,3.09120428933541,10.637451225072,"anova",0.754124976125206,-0.214998733998696,0.685496216384276,1202.92502739969,"anova",0.131038351082566,0.335704292590703,0.221396991394745,750.850808075641,"anova",0.00228069905257096,1.06374473752866e-07,3.44119782719469e-08,-5519.97450384188,"anova",0.00224969588739802,0.00105950275230769,0.000342275787681394,-1837.98755245744,"tweedie",2575.83157082285,0.00175331245222829,0.24402592892077,3.17229119625636,0.774121305973637,0,1.5,"quantile_regression",1734.28339090938,0.176067664892484,3.97303850551671,-4.70710511494316,8.45629351037678,2.92605220069774
"lm",2186.56947466863,0.0158966917556629,8.01647515716805,2.43219601028099,19.4976388937808,"anova",0.20711535989505,0.894613896767379,0.706825341382364,1215.18127299783,"anova",0.0307409055553344,0.521926400386738,0.239858352606194,782.887256257028,"anova",0.0158966233045136,1.94976096008434e-07,8.01645781546052e-08,-5181.70368821663,"anova",0.0152724829519575,0.0019208885496895,0.000784960373820698,-1505.98098106932,"tweedie",3519.68257602304,0.00413037735750328,0.358518883246455,2.90180046927688,1.04035026364919,0,1.5,"quantile_regression",1886.94347801338,0.231443953795171,2.90343661794071,-1.79769313486232e+308,8.81880546625322,2.41885810178056
"lm",2080.95489080997,1.94685387281229e-06,6.156216344456,4.90472715974118,30.1945615058959,"anova",0.0126644792004735,1.76096867832826,0.699914396342307,1211.25105025422,"anova",1.55933384306026e-05,1.02794245379735,0.232052765507748,769.653748939828,"anova",1.94683583652569e-06,3.0194537842008e-07,6.15620895905429e-08,-5287.31788663755,"anova",1.78325509691265e-06,0.00299569437736915,0.000608382752510202,-1607.91259156811,"tweedie",2908.564093246,1.91343474856135e-11,0.27303185849559,7.12295452106172,1.94479351086505,0,1.5,"quantile_regression",1872.20912495566,0.00105627941060193,10.4374187311121,4.16670335717745,15.1054795321299,3.13979029688256
"lm",1903.53016410176,0.000210879825829762,3.95073067280179,3.77570149805387,14.9167797197051,"anova",0.230572069823855,0.844492969429406,0.702229886783231,1212.57216539117,"anova",0.0118791478949813,0.586730309091302,0.231069107638454,767.954568822433,"anova",0.000210879657911514,1.49167728927176e-07,3.95072864194845e-08,-5464.74233909724,"anova",0.000210257842290748,0.0014843627528683,0.000393053432034996,-1782.65605118723,"tweedie",2841.56723343888,6.56253628171828e-05,0.256428169672562,4.07859697248014,1.04586715648514,0,1.5,"quantile_regression",1776.86408218187,0.00995422487413755,6.78680508906876,-1.79769313486232e+308,9.59965453422928,2.60778625946448
"lm",2119.01887787519,0.00124909405509822,6.77082084301354,3.27456439011982,22.1714888244132,"anova",0.95257022667847,-0.0415204762536636,0.697180178041789,1209.68538857807,"anova",0.0545751488939943,0.445242769885418,0.230253676115523,766.540491909884,"anova",0.00124908858953892,2.21714644126732e-07,6.77081069191238e-08,-5249.25401940313,"anova",0.00119966835769784,0.00219268593240514,0.000667163662404865,-1571.02012129334,"tweedie",3144.19079003596,1.63304954410069e-05,0.332815520868437,4.41881604998662,1.4706505652981,0,1.5,"quantile_regression",1829.52004085398,0.255493658051535,-2.45932944539566,-3.39175475974724,1.79769313486232e+308,2.15653352486446
"lm",1990.65582085654,0.00145479358837773,4.91216452186694,3.22889172339007,15.8608473685865,"anova",0.87708929599511,0.107340633309107,0.693145495379592,1207.36380648241,"anova",0.081515803287622,0.400180044890251,0.228559802386502,763.586992931887,"anova",0.00145479098015693,1.58608356028202e-07,4.9121600563928e-08,-5377.61684035035,"anova",0.00143636356569131,0.00157390534530717,0.000486865644683895,-1697.03899542342,"tweedie",2876.45836136183,0.000169744860085571,0.260395608251279,3.83337086509391,0.998192938068862,0,1.5,"quantile_regression",1807.4195701168,0.0771267302065533,4.86194767331731,-1.79769313486232e+308,8.20410222824276,2.73625908567794
"lm",1868.92250864557,7.3796710040783e-05,3.62328619826515,4.04892355172526,14.6704088227968,"anova",0.272456784187693,0.743681390259223,0.675775771511397,1197.21236443237,"anova",0.00323992458337935,0.618385473515381,0.207487536226141,724.896344198604,"anova",7.37963911642386e-05,1.46704016495355e-07,3.62328344617981e-08,-5499.35009275751,"anova",7.10984055225992e-05,0.00145943818187089,0.000359612795005573,-1818.22312271639,"tweedie",2452.50240053706,1.25635260861611e-07,0.285635208025978,5.4844250428749,1.56654488802446,0,1.5,"quantile_regression",1647.83696491793,1,0,-1.6928685720615,5.72053981484312,1.55972491539394
"lm",1826.01614167291,0.000155314675434177,3.25475005987084,3.85679341163789,12.5528985874379,"anova",0.150193668999107,0.994642410233539,0.68859705695815,1204.73034638213,"anova",0.00543923582098742,0.609754140363376,0.216936597381207,742.709888756493,"anova",0.00015531430183192,1.25528932944536e-07,3.25474815354539e-08,-5542.25639019036,"anova",0.000152410171968222,0.00124961385640207,0.00032358691336316,-1860.44717855481,"tweedie",2496.84404051548,1.06041808894178e-05,0.238607376021451,4.52052989513211,1.078631776504,0,1.5,"quantile_regression",1691.74519466098,0.00254708918972746,7.61945702716345,-1.79769313486232e+308,10.9466328953215,2.49274436811234
"lm",1879.74456897823,2.19506419400879e-06,3.72265288203597,4.87825125085406,18.1600360782874,"anova",0.016870269009949,1.67350583617745,0.694420524769368,1208.0989237915,"anova",0.000139409790696149,0.876039400075923,0.225485139072403,758.169537465201,"anova",2.19505929249932e-06,1.81600283020219e-07,3.72265091126861e-08,-5488.52794036223,"anova",2.15829004107377e-06,0.00180785539189494,0.000370311529763965,-1806.49642650353,"tweedie",2680.27059417631,6.18611261882257e-08,0.24893729981779,5.62749145742585,1.40089252815927,0,1.5,"quantile_regression",1756.71877934623,0.00212111124574688,8.35956094265203,-1.79769313486232e+308,11.9625511166308,2.68473858679596
"lm",1883.42702165808,0.000122336179626975,3.7570823526946,3.91919242736426,14.7247287056646,"anova",0.183457580495082,0.931256262346893,0.697647510585445,1209.95342602238,"anova",0.00725542904683456,0.615056797785576,0.22670840811264,760.333693998342,"anova",0.000122336012469444,1.47247218985343e-07,3.75708027544731e-08,-5484.8454970783,"anova",0.000121287599342986,0.00146522886495085,0.000373646677690882,-1802.91002045436,"tweedie",2757.89072590921,1.49903705081649e-05,0.254992308218071,4.43912285846003,1.13194218414232,0,1.5,"quantile_regression",1747.27566446782,1,0,-1.88551369281743,8.46184973616686,2.53659465715614
"lm",1963.81489723773,6.67253084750361e-05,4.5933627224234,4.0744038170707,18.7152146094321,"anova",0.280107154851773,0.757276228096746,0.699212587391263,1210.84976630041,"anova",0.00600967414783527,0.637074595843711,0.22939436613756,765.044893712876,"anova",6.67251213209753e-05,1.87152033068243e-07,4.59335915037811e-08,-5404.4577114048,"anova",6.51869014641716e-05,0.00185988409458179,0.000455821862855215,-1723.39344336617,"tweedie",2852.89374091849,1.79395809363675e-06,0.266693543488158,4.9227149074615,1.31285628225289,0,1.5,"quantile_regression",1795.39889295673,0.343142472636577,2.40111526434947,-2.82104513592302,10.7166133746924,2.52681841657821
"lm",2202.44875646416,0.000411531219066684,8.34111602335742,3.5936293972068,29.9748797470499,"anova",0.100916192718818,1.16586982599559,0.707398479504882,1215.50548654617,"anova",0.000492449436701761,0.840173860700296,0.237100161269705,778.260904902753,"anova",0.000411525651114291,2.99748402307402e-07,8.34109631082123e-08,-5165.82448643678,"anova",0.000361055432469235,0.00295872043185615,0.000815117267123471,-1490.90148041638,"tweedie",3108.44134131359,2.6956259816967e-07,0.318652112709659,5.32737225444997,1.69757842407131,0,1.5,"quantile_regression",1903.82057445418,0.01011817705617,9.72663777924009,-3.68633724688105,1.79769313486232e+308,3.74574926457434
"lm",1906.65892484532,0.0164245412224829,3.98175407321909,2.41997955088198,9.63576343383124,"anova",0.684223101702061,0.286300842155972,0.702913019505196,1212.9610982308,"anova",0.159793579015147,0.323870610315254,0.229521453488501,765.266437357708,"anova",0.0164245319966379,9.63575808906489e-08,3.98175151832728e-08,-5461.61362939564,"anova",0.0163666234074262,0.000957986009967233,0.000395648979609482,-1780.02331477743,"tweedie",2836.58770818698,0.0111570422315867,0.263035337208606,2.56179388893661,0.673842319435386,0,1.5,"quantile_regression",1759.53783363151,0.314144343301358,2.8482142627712,-3.30505779906178,8.93810810122844,2.8224479010557
"lm",1957.540948743,0.0134097051829558,4.52187849553635,2.49510056952786,11.2825416095485,"anova",0.754503503546666,0.220818351758738,0.705173348116256,1214.2452981802,"anova",0.100870396841773,0.384732316173922,0.233407049857147,771.981405379851,"anova",0.0134096552752091,1.12825385995288e-07,4.5218748187572e-08,-5410.7316740816,"anova",0.0129639640974684,0.00112476930321308,0.000448569333919378,-1729.80897189707,"tweedie",3013.13411627656,0.0203207041661936,0.325394883618768,2.33922225287447,0.761170952732521,0,1.5,"quantile_regression",1778.40585480622,1,0,-2.29764991095027,5.46613337549905,2.53834074150453
"lm",1949.05628720509,0.00989014647086208,4.4269720934785,2.60480695153174,11.5314076833298,"anova",0.844952588750853,-0.136505820145641,0.697101714406357,1209.64036833593,"anova",0.294340400133123,0.238014688857791,0.22637129092076,759.738448164444,"anova",0.00989014003785755,1.15313992361152e-07,4.42696845850037e-08,-5419.21633881521,"anova",0.00985275190878885,0.00114438430359323,0.000439109123056721,-1738.33509436112,"tweedie",2831.70623783452,0.00336646448691989,0.274871584687474,2.96806151207446,0.815835771273809,0,1.5,"quantile_regression",1758.88778239424,0.201404392109948,-3.35507152563889,-4.99133121627303,7.06751280437134,2.61742603176612
