# test comment
"lm.model","lm.AIC","lm.p_value","lm.std_err","lm.t_value","lm.estimate","anova_c_0.001.model","anova_c_0.001.p_value","anova_c_0.001.estimate","anova_c_0.001.std_err","anova_c_0.001.AIC","anova_c_1.model","anova_c_1.p_value","anova_c_1.estimate","anova_c_1.std_err","anova_c_1.AIC","anova_c_100000000.model","anova_c_100000000.p_value","anova_c_100000000.estimate","anova_c_100000000.std_err","anova_c_100000000.AIC","anova_c_10000.model","anova_c_10000.p_value","anova_c_10000.estimate","anova_c_10000.std_err","anova_c_10000.AIC","tweedie.model","tweedie.AIC","tweedie.p_value","tweedie.std_err","tweedie.t_value","tweedie.estimate","tweedie.link.power","tweedie.var.power","quantile_regression.model","quantile_regression.AIC","quantile_regression.p_value","quantile_regression.estimate","quantile_regression.lower_bound","quantile_regression.upper_bound","quantile_regression.std_err"
"lm",1668.01762225574,0.647373418120789,2.19266826413148,0.458113296291169,1.00449048615431,"anova",0.596264730844062,0.347508680485647,0.654889168046031,1184.65424049504,"anova",0.49012085665522,0.131048918240934,0.189539987692211,688.707843246743,"anova",0.647373120369304,1.0044910280712e-08,2.19266745986956e-08,-5700.25482204363,"anova",0.645720968538543,0.000100584170190715,0.000218462395681783,-2017.58871695631,"tweedie",2221.58286476051,0.649948260950783,0.289339153257134,0.454525896944159,0.131512138155262,0,1.5,"quantile_regression",1493.93803244923,0.0413656601332759,2.19864930192986,-1.79769313486232e+308,3.27805150549108,1.0708280344269
"lm",1580.22022379569,0.0527568820283041,1.76054899871411,1.94859504010753,3.43059704676059,"anova",0.345741860068989,0.603290432746285,0.638311361331708,1174.39831218952,"anova",0.267899487367269,0.199438322568913,0.179506360480532,666.952092296935,"anova",0.052756856638217,3.43059639081694e-08,1.76054847153073e-08,-5788.05219356231,"anova",0.0529115979795771,0.000341858626559146,0.000175554163827172,-2105.05522755426,"tweedie",2060.26873870993,0.0335956197151283,0.28672251560709,2.13978950792915,0.613525830583104,0,1.5,"quantile_regression",1382.0444907394,1,0,0,0,0.961356713487643
"lm",1788.40334267803,0.513285171169506,2.96264807609198,-0.654910970472086,-1.94027072668066,"anova",0.359385467497846,-0.594017164071009,0.646604934901626,1179.56203454002,"anova",0.495674435397745,-0.126167338290753,0.184840773445435,678.6657437633,"anova",0.513285458017928,-1.94026769733523e-08,2.96264547009986e-08,-5579.8693067494,"anova",0.515043571064976,-0.000191549453627031,0.000293707908244812,-1899.19997034502,"tweedie",2231.30158595069,0.496112838085179,0.360538759034594,-0.681878163915928,-0.245843507031036,0,1.5,"quantile_regression",1502.68822058267,0.415862483820165,-1.09004129047855,-3.41396684703456,1.13979457957148,1.33693084165813
"lm",1872.56076939374,0.915409575646402,3.65639268243507,-0.106353481447813,-0.388870091317277,"anova",0.0658658837909381,1.21608504308113,0.657495794498627,1186.24318273661,"anova",0.0978603044663335,0.330199272485433,0.198536006914795,707.256027089505,"anova",0.915410361506651,-3.88866170996435e-09,3.65638991872519e-08,-5495.71183053011,"anova",0.921572502886699,-3.57735581080166e-05,0.000362893356694815,-1814.59067283202,"tweedie",2659.81926474417,0.914836087399961,0.371824650458681,-0.107077280728167,-0.0398139724788167,0,1.5,"quantile_regression",1589.92107985726,0.0226541021367521,2.6332279193288,-1.79769313486232e+308,4.25275479136846,1.14628701880135
"lm",1498.19106507843,0.0797071865525759,1.43412197051009,-1.76144121470867,-2.52612154577569,"anova",0.364452234876099,-0.589892186369413,0.648942217326252,1181.00530734185,"anova",0.189621925968144,-0.237358777323473,0.180333672797502,668.791384645012,"anova",0.0797072622347936,-2.52612046313359e-08,1.43412171912888e-08,-5870.08130261684,"anova",0.0797390173089986,-0.000252105901496245,0.00014314003498154,-2186.70490930999,"tweedie",1920.50834836628,0.0734371271560391,0.23278687377847,-1.79965794017749,-0.418936745764518,0,1.5,"quantile_regression",1404.42275636447,0.127572635178671,-2.00855713012908,-2.91243440461036,1.79769313486232e+308,1.31264321803886
"lm",1730.22131123447,0.421799181364649,2.56159064206671,0.804975835726187,2.06201856788603,"anova",0.694445240331909,0.257190325155616,0.653758156475628,1183.96283230229,"anova",0.547541549053433,0.117374308502467,0.19481738473367,699.692888099586,"anova",0.421798997039424,2.06201850814639e-08,2.56158954900914e-08,-5638.05115703071,"anova",0.421146117898551,0.000205608842282814,0.000255062782098285,-1955.63038832406,"tweedie",2283.74767342588,0.42150147398625,0.273086784309262,0.805493057273238,0.219969508794185,0,1.5,"quantile_regression",1563.43422244769,0.985796464811162,0.0296443984246801,-1.06785193062957,2.20039411510886,1.66308631027214
"lm",1559.42824584302,0.241516068951147,1.67137350522795,1.17472379316909,1.96340222386369,"anova",0.749152060959275,0.209636066761105,0.654697279419616,1184.53701959487,"anova",0.67478735297815,0.0775873571649428,0.184639268758082,678.22944478243,"anova",0.241515994572965,1.96340186658422e-08,1.67137293604467e-08,-5808.84418795724,"anova",0.242164355602314,0.0001954682265339,0.000166625139910076,-2125.93562872135,"tweedie",2011.79941648027,0.21939100325148,0.253067803502537,1.23205137172924,0.311792534445807,0,1.5,"quantile_regression",1420.51953646332,1,0,-1.2921787727817,1.95360773834825,1.505953410161
"lm",1746.37696531668,0.0651644675799735,2.66716882670953,-1.85443188362714,-4.94608291126654,"anova",0.00390057577481456,-1.85544415957521,0.635325259949793,1172.52267086234,"anova",0.00108831422607443,-0.617454649928073,0.186236650607322,681.675107643688,"anova",0.065164328652983,-4.94608229300817e-08,2.66716710235516e-08,-5621.89559086881,"anova",0.0635549293031839,-0.000494473615746251,0.0002650262827917,-1940.30267542323,"tweedie",2179.81970315516,0.0882430242335962,0.328312289191847,-1.7131889356106,-0.562460981268461,0,1.5,"quantile_regression",1536.88991046407,0.00507536657532981,-4.72222622537024,-6.74725407827362,-1.23909803633489,1.66635835916159
"lm",1514.77731824411,0.503563062628944,1.49483887874248,0.670118474937195,1.00171914969973,"anova",0.182009665182351,0.85622019840905,0.639306133407348,1175.02120427155,"anova",0.116562876125798,0.281461873255363,0.178563393189145,664.845308439062,"anova",0.503562805458805,1.00171956155139e-08,1.49483859142405e-08,-5853.49505621963,"anova",0.502368401744655,0.000100254552299441,0.000149188792149661,-2170.14924986583,"tweedie",1892.21344715768,0.508486349418958,0.219118182325959,0.662398176229264,0.145143484351386,0,1.5,"quantile_regression",1429.05490796287,0.0568772703339691,2.54750379705753,0.708279104133347,1.79769313486232e+308,1.32998346579697
"lm",1521.74885607209,0.698912592772531,1.52112055758132,0.387350765210849,0.589207211957078,"anova",0.993884114549742,-0.00494564346461288,0.64439311127999,1178.19142005007,"anova",0.785470075459342,-0.048577299299984,0.178221455429854,664.07859905596,"anova",0.698912487457291,5.89207307684622e-09,1.52112024509729e-08,-5846.52352368092,"anova",0.700405111087739,5.84892003486809e-05,0.000151789116508688,-2163.2374095339,"tweedie",1970.25755600876,0.695600489407557,0.262076217838351,0.391836416879434,0.102691006147093,0,1.5,"quantile_regression",1380.4315035227,1,0,-1.57153501244923,1.52428530909444,1.19085121777824
